time,open,high,low,close,close_ema50_h1,close_ema200_h1,ema50_ema200_h1,rsi_h1,rsi_slope_h1,atr_h1,atr_ratio_h1,plus_dm_h1,minus_dm_h1,dm_momentum_h1,body_h1,range_h1,prev_return_h1,close_ema50_h4,close_ema200_h4,ema50_ema200_h4,rsi_h4,rsi_slope_h4,atr_h4,atr_ratio_h4,plus_dm_h4,minus_dm_h4,dm_momentum_h4,body_h4,range_h4,prev_return_h4,hour,session_asian,session_european,session_american,dow_monday,dow_tuesday,dow_wednesday,dow_thursday,dow_friday,label
2023-04-04 04:00:00+00:00,1.089205980300903,1.0903936624526978,1.0890873670578003,1.089680790901184,1.0881511003819948,1.089386189538603,-0.0012350891566081934,56.85447651487548,2.6957490340119463,0.0010438391140529088,0.0009579310956687081,0.0007128715515136719,0.0001186132431028053,0.0004328319004604429,0.00047481060028098376,0.001306295394897461,0.00043592360753463844,1.08929203973633,1.0902757516396515,-0.0009837119033215824,52.995556690857406,5.907726624243374,0.0033839941024780907,0.003096692918874744,0.0029850006103515625,0.00047433376312233655,0.0017289859907968022,0.0035707950592043236,0.005479931831359863,0.0032783469093859985,4,1,0,0,0,1,0,0,0,0
2023-04-04 05:00:00+00:00,1.0901559591293335,1.0901559591293335,1.0887316465377808,1.0889687538146973,1.088183165222493,1.0893820359493105,-0.0011988707268175691,45.10524238209212,-11.749234132783357,0.0010354433740888164,0.0009508476440361908,0.0,0.00035572052001953125,0.0004159212112427392,-0.0011872053146362305,0.0014243125915527344,-0.0006534363938800469,1.08929203973633,1.0902757516396515,-0.0009837119033215824,52.995556690857406,5.907726624243374,0.0033839941024780907,0.003096692918874744,0.0029850006103515625,0.00047433376312233655,0.0017289859907968022,0.0035707950592043236,0.005479931831359863,0.0032783469093859985,5,1,0,0,0,1,0,0,0,1
2023-04-04 06:00:00+00:00,1.089205980300903,1.0911074876785278,1.0890873670578003,1.0909883975982666,1.0882931743352684,1.08939801964731,-0.0011048453120416912,61.539518989855985,16.434276607763863,0.001111933163234134,0.0010191979727557654,0.0009515285491943359,0.0,0.0004838875361851918,0.0017824172973635033,0.002020120620727539,0.0018546388741591535,1.08929203973633,1.0902757516396515,-0.0009837119033215824,52.995556690857406,5.907726624243374,0.0033839941024780907,0.003096692918874744,0.0029850006103515625,0.00047433376312233655,0.0017289859907968022,0.0035707950592043236,0.005479931831359863,0.0032783469093859985,6,1,0,0,0,1,0,0,0,1
2023-04-04 07:00:00+00:00,1.091226577758789,1.0942115783691406,1.0906314849853516,1.0927767753601074,1.0884690018264387,1.089431639107139,-0.0009626372807003403,68.7709830093512,7.231464019495213,0.0013083815574645838,0.0011972999306410928,0.003104090690612793,0.0,0.0006802167211260749,0.0015501976013183594,0.0035800933837890625,0.0016392271134850755,1.08929203973633,1.0902757516396515,-0.0009837119033215824,52.995556690857406,5.907726624243374,0.0033839941024780907,0.003096692918874744,0.0029850006103515625,0.00047433376312233655,0.0017289859907968022,0.0035707950592043236,0.005479931831359863,0.0032783469093859985,7,1,0,0,0,1,0,0,0,0
2023-04-04 08:00:00+00:00,1.0927767753601074,1.0927767753601074,1.0918222665786743,1.091941475868225,1.088605177279058,1.0894566126072494,-0.00085143532819143,60.49986747694208,-8.27111553240912,0.0012747815677097707,0.001167444955398751,0.0,0.0,0.0005953822817121709,-0.0008352994918823242,0.0009545087814331055,-0.0007643825442822383,1.0893399014766456,1.0902781074851713,-0.0009382060085256771,52.358441612382144,-0.6371150784752615,0.0034105011395046325,0.0031274296214396065,0.0,0.0,0.0015848789896284149,-0.002264261245727317,0.0034596920013427734,-0.002072025409746825,8,1,0,0,0,1,0,0,0,1
2023-04-04 09:00:00+00:00,1.092060685157776,1.0939722061157229,1.092060685157776,1.0934937000274658,1.0887968840535054,1.0894967826313313,-0.0006998985778259303,62.38215577136088,1.8822882944187995,0.0013179012707301707,0.0012052207256215068,0.0011954307556154564,0.0,0.0006212762423924671,0.0014330148696897194,0.0019115209579467773,0.001421526879914925,1.0893399014766456,1.0902781074851713,-0.0009382060085256771,52.358441612382144,-0.6371150784752615,0.0034105011395046325,0.0031274296214396065,0.0,0.0,0.0015848789896284149,-0.002264261245727317,0.0034596920013427734,-0.002072025409746825,9,0,1,0,0,1,0,0,0,-1
2023-04-04 10:00:00+00:00,1.0933741331100464,1.093732833862305,1.092060685157776,1.0922993421554563,1.0889342353516211,1.0895246687957507,-0.0005904334441295678,57.612982221920795,-4.769173549440083,0.0013693230492728414,0.0012536151916427664,0.0,-0.0,0.00060426337378372,-0.0010747909545900658,0.0016721487045288086,-0.0010922402863221548,1.0893399014766456,1.0902781074851713,-0.0009382060085256771,52.358441612382144,-0.6371150784752615,0.0034105011395046325,0.0031274296214396065,0.0,0.0,0.0015848789896284149,-0.002264261245727317,0.0034596920013427734,-0.002072025409746825,10,0,1,0,0,1,0,0,0,-1
2023-04-04 11:00:00+00:00,1.0921800136566162,1.0922993421554563,1.09051251411438,1.09051251411438,1.0889961286364351,1.0895344981024038,-0.0005383694659686356,49.99999445407542,-7.612987767845375,0.0014374681881495885,0.001318158360782462,0.0,0.001548171043395996,0.0006978596959795746,-0.001667499542236106,0.001786828041076216,-0.001635840993504778,1.0893399014766456,1.0902781074851713,-0.0009382060085256771,52.358441612382144,-0.6371150784752615,0.0034105011395046325,0.0031274296214396065,0.0,0.0,0.0015848789896284149,-0.002264261245727317,0.0034596920013427734,-0.002072025409746825,11,0,1,0,0,1,0,0,0,0
2023-04-04 12:00:00+00:00,1.0900371074676514,1.0911074876785278,1.0890873670578003,1.0894432067871094,1.0890136611129322,1.0895335897311074,-0.0005199286181751805,45.62238225247184,-4.377612201603583,0.0015392644064767178,0.0014128909122990382,0.0,0.0014251470565798119,0.000799655914306704,-0.0005939006805419922,0.002020120620727539,-0.0009805548431868205,1.0895826610865869,1.0903303678239276,-0.0007477067373407031,62.95107560359618,10.592633991214036,0.00379660299846109,0.003465539106292094,0.003481745719909446,0.0014251470565798119,0.0016219360487801687,0.0054931640625,0.008366584777832031,0.004601283663256517,12,0,1,0,0,1,0,0,0,1
2023-04-04 13:00:00+00:00,1.089561939239502,1.0914647579193115,1.0893245935440063,1.0906314849853516,1.0890771051863604,1.0895445140619953,-0.0004674088756349004,48.761023516031706,3.138641263559869,0.0016241073608398596,0.001489144026236102,0.0003572702407836914,0.0,0.0007911494800023304,0.0010695457458496094,0.0021401643753051758,0.0010907206459587204,1.0895826610865869,1.0903303678239276,-0.0007477067373407031,62.95107560359618,10.592633991214036,0.00379660299846109,0.003465539106292094,0.003481745719909446,0.0014251470565798119,0.0016219360487801687,0.0054931640625,0.008366584777832031,0.004601283663256517,13,0,1,0,0,1,0,0,0,1
