date,open,high,low,close,close_ema50,close_ema200,ema50_ema200,rsi,rsi_slope,atr,atr_ratio,plus_dm,minus_dm,adx,body,range,hour,session,prev_return,label
2024-02-13,1.07725,1.07946,1.07009,1.07107,1.087191319916193,1.0924100024693042,-0.005218682553111087,28.83732075484062,-10.594525604174741,0.006560714285714301,0.006125383294370828,0.0,0.005519999999999969,0.001892142857142866,-0.006180000000000074,0.0093700000000001,0,0,-0.005755288831954863,0
2024-02-14,1.07107,1.07345,1.06951,1.07274,1.0866246014881071,1.092214281051699,-0.005589679563591909,34.72044808249629,5.8831273276556715,0.006286428571428582,0.005860160496338876,0.0,0.0005800000000000249,0.0017257142857142987,0.0016700000000000603,0.003940000000000055,0,0,0.0015591884750763008,1
2024-02-15,1.07282,1.07848,1.07249,1.0773,1.0862589308415147,1.0920658802452146,-0.005806949403699857,40.52105008770714,5.800602005210848,0.006195000000000014,0.005750487328900924,0.00503000000000009,0.0,0.0020178571428571663,0.0044799999999998175,0.005990000000000162,0,0,0.004250797024442088,0
2024-02-16,1.0773,1.07876,1.07323,1.07767,1.0859221100242005,1.09192263765571,-0.0060005276315096,43.08549139453404,2.5644413068269003,0.006172857142857154,0.00572796602140206,0.00027999999999983594,0.0,0.0019164285714285809,0.00036999999999998145,0.005530000000000035,0,0,0.0003434512206441642,0
2024-02-19,1.07726,1.07894,1.07623,1.07793,1.0856086939448202,1.0917834074302801,-0.006174713485459948,42.032558982595646,-1.052932411938393,0.00604714285714287,0.005609958769662106,0.000180000000000069,0.0,0.0018814285714285894,0.0006699999999999484,0.00270999999999999,0,0,0.0002412612395261693,1
2024-02-20,1.07792,1.08389,1.07619,1.08096,1.085426392221494,1.0916757118339588,-0.0062493196124648875,49.457859308994514,7.425300326398869,0.005942857142857171,0.005497758605598167,0.00495000000000001,4.0000000000040004e-05,0.002137142857142869,0.0030399999999999316,0.00770000000000004,0,0,0.002810943196682514,0
2024-02-21,1.08097,1.08236,1.07902,1.08199,1.0852916317422197,1.09157933659183,-0.006287704849610387,42.58118534116292,-6.876673967831593,0.005500000000000013,0.0050832262770373945,0.0,0.0,0.0020285714285714273,0.0010200000000000209,0.0033399999999998986,0,0,0.0009528567199528215,0
2024-02-22,1.08198,1.0887,1.08031,1.0822,1.0851703912817405,1.0914860098595731,-0.006315618577832582,55.110790666365105,12.529605325202184,0.005263571428571431,0.0048637695694742685,0.006340000000000012,0.0,0.002323571428571425,0.000220000000000109,0.008389999999999898,0,0,0.00019408682150490186,0
2024-02-23,1.0823,1.08395,1.08121,1.08224,1.0850554739765743,1.091394009761468,-0.00633853578489374,67.12982657482613,12.01903590846102,0.004960714285714286,0.004583746937145098,0.0,0.0,0.001916428571428565,-5.999999999994898e-05,0.0027399999999999647,0,0,3.696174459433266e-05,1
2024-02-26,1.08226,1.08597,1.0813,1.08505,1.0850552593108262,1.0913308852862298,-0.006275625975403543,69.38940165203536,2.2595750772092345,0.005013571428571443,0.0046205902291225134,0.002020000000000133,0.0,0.002057857142857143,0.00279000000000007,0.004670000000000174,0,0,0.0025964665878177584,0
2024-02-27,1.08503,1.0866,1.08333,1.08451,1.0850338765927547,1.0912630157808942,-0.006229139188139499,65.45996202538555,-3.9294396266498097,0.005035000000000027,0.004642649675462432,0.0006299999999999084,0.0,0.001949285714285701,-0.0005199999999998539,0.003270000000000106,0,0,-0.0004976729182987194,0
2024-02-28,1.08444,1.08459,1.07969,1.08387,1.084988234373431,1.0911894534348159,-0.006201219061384933,63.095736468408084,-2.364225556977466,0.0050500000000000145,0.004659230350073433,0.0,0.0036399999999998656,0.0021549999999999703,-0.0005700000000001815,0.004899999999999904,0,0,-0.0005901282606893821,-1
2024-02-29,1.08388,1.0856,1.0796,1.08053,1.0848134016529043,1.0910833892215341,-0.006269987568629842,53.62485327676263,-9.470883191645456,0.005249285714285734,0.004858065684247478,0.0010099999999999554,9.000000000014552e-05,0.0021799999999999597,-0.003349999999999964,0.006000000000000005,0,0,-0.003081550370431785,1
2024-03-01,1.08053,1.08431,1.07984,1.08375,1.0847716996273002,1.0910104201745539,-0.006238720547253607,61.60458143816569,7.9797281614030595,0.0052157142857143235,0.004812654473110088,0.0,0.0,0.002146428571428549,0.0032200000000000006,0.004470000000000196,0,0,0.002980019064718231,0
2024-03-04,1.08416,1.08669,1.08381,1.08542,1.0847971231713276,1.0909547941031652,-0.006157670931837611,80.67549752262934,19.070916084463654,0.004756428571428598,0.004382108834359406,0.0023799999999998267,0.0,0.0019221428571428248,0.0012600000000000389,0.0028799999999999937,0,0,0.0015409457900807944,0
2024-03-05,1.08561,1.0876,1.08419,1.0857,1.0848325301057853,1.090902507594676,-0.006069977488890821,79.45454039834729,-1.2209571242820516,0.004718571428571445,0.004346109816834147,0.0009099999999999664,0.0,0.001945714285714249,9.000000000014552e-05,0.003409999999999913,0,0,0.00025796465884186937,1
2024-03-06,1.08567,1.09154,1.08424,1.08983,1.085028509317323,1.090891835877316,-0.0058633265599929985,79.04496473514362,-0.4095756632036682,0.0048121428571428525,0.004415498616023877,0.003940000000000055,0.0,0.0018678571428571036,0.004160000000000164,0.007299999999999862,0,0,0.0038039974210186678,1
2024-03-07,1.08983,1.09493,1.08681,1.09472,1.0854085677754672,1.0909299270626165,-0.005521359287149252,82.67535010557704,3.630385370433416,0.004997142857142843,0.004564768028981261,0.003390000000000004,0.0,0.002089999999999973,0.004889999999999839,0.008119999999999905,0,0,0.004486938329831158,0
2024-03-08,1.09474,1.09814,1.09211,1.09365,1.085731761196037,1.0909569924649785,-0.005225231268941366,79.21932673207965,-3.4560233734973878,0.005234285714285699,0.0047860702361880786,0.003209999999999935,0.0,0.002306428571428535,-0.0010900000000000354,0.00602999999999998,0,0,-0.0009774188833673314,0
2024-03-11,1.09378,1.09483,1.09148,1.09254,1.0859987509530553,1.0909727437837349,-0.004973992830679563,73.17853873298851,-6.040787999091137,0.004923571428571408,0.0045065365369878945,0.0,0.0006299999999999084,0.0020007142857142446,-0.0012399999999999078,0.003349999999999964,0,0,-0.0010149499382799965,0
2024-03-12,1.09254,1.0944,1.09029,1.09277,1.086264290131367,1.0909906269301655,-0.004726336798798414,72.29114552491315,-0.8873932080753661,0.00497857142857142,0.004555918837555778,0.0,0.0011900000000000244,0.0020857142857142463,0.00022999999999995246,0.004110000000000058,0,0,0.00021051860801435396,0
2024-03-13,1.09276,1.0964,1.09205,1.09489,1.0866025532634704,1.0910294266622038,-0.0044268733987333775,74.31965871799456,2.028513193081409,0.004690000000000004,0.004283535331925263,0.0020000000000000018,0.0,0.0017757142857142455,0.0021299999999999653,0.004350000000000076,0,0,0.0019400239757678683,-1
2024-03-14,1.09489,1.09548,1.08809,1.08843,1.0866742178413735,1.0910035617202913,-0.004329343878917813,59.52014508372183,-14.799513634272728,0.005022142857142864,0.00461411653177646,0.0,0.0039599999999999635,0.0020585714285713858,-0.00645999999999991,0.007390000000000008,0,0,-0.005900136086730123,0
2024-03-15,1.08842,1.08998,1.08733,1.08886,1.0867599347887706,1.0909822327479501,-0.0042222979591795,56.32259944070219,-3.1975456430196374,0.00487785714285714,0.004479783574021603,0.0,0.0007600000000000939,0.001968571428571383,0.00043999999999999595,0.002650000000000041,0,0,0.00039506445063075546,0
2024-03-18,1.08867,1.09064,1.08662,1.0872,1.0867771922480347,1.0909445985912543,-0.0041674063432195485,54.30399756718074,-2.0186018735214546,0.004931428571428571,0.004535898244090307,0.000660000000000105,0.0007099999999999884,0.0019271428571428098,-0.0014700000000000824,0.004020000000000135,0,0,-0.0015245302426390994,0
2024-03-19,1.08721,1.08767,1.0835,1.08657,1.0867690670618373,1.0909010702470627,-0.004132003185225441,54.3213804081331,0.017382840952365086,0.0048792857142857205,0.0044905396926444375,0.0,0.0031200000000000117,0.001889999999999963,-0.0006399999999999739,0.004170000000000007,0,0,-0.0005794701986754358,1
2024-03-20,1.08657,1.09325,1.08368,1.09324,1.0870228291378436,1.0909243431799278,-0.0039015140420841643,68.38298826334477,14.061607855211669,0.005134285714285726,0.004696393942607375,0.00558000000000014,0.0,0.0022228571428571297,0.006669999999999954,0.009570000000000078,0,0,0.006138582880072185,-1
2024-03-21,1.09324,1.09428,1.08557,1.0862,1.0869905613285165,1.0908773347900778,-0.003886773461561299,53.19093319960144,-15.192055063743332,0.005437142857142855,0.00500565536424442,0.0010299999999998644,0.0,0.0022964285714285487,-0.007039999999999935,0.008709999999999996,0,0,-0.006439574109984969,-1
2024-03-22,1.08619,1.08682,1.08021,1.08076,1.0867462255901432,1.0907766647921666,-0.004030439202023395,44.47343305828236,-8.717500141319078,0.005699285714285717,0.005273405486656035,0.0,0.005360000000000031,0.002509285714285706,-0.005430000000000046,0.006610000000000005,0,0,-0.005008285766893827,1
2024-03-25,1.08086,1.08425,1.08024,1.08372,1.0866275500768043,1.0907064492220955,-0.004078899145291137,47.792148374018424,3.318715315736064,0.0057421428571428545,0.005298548385757391,0.0,0.0,0.0024442857142857083,0.0028600000000000847,0.004009999999999847,0,0,0.0027388134275880827,0
2024-03-26,1.08372,1.08642,1.08245,1.08328,1.0864962736032042,1.0906325542049602,-0.0041362806017559706,42.041310841850716,-5.750837532167708,0.005504285714285724,0.0050811292683125425,0.0021700000000000053,0.0,0.0023178571428571332,-0.00043999999999999595,0.003970000000000029,0,0,-0.00040600893219655543,0
2024-03-27,1.08328,1.08392,1.08105,1.08137,1.0862952432658237,1.0905403894865031,-0.004245146220679397,32.51244313551412,-9.528867706336598,0.005129285714285725,0.004743321632569235,0.0,0.0013999999999998458,0.0021757142857142648,-0.0019100000000000783,0.002869999999999928,0,0,-0.0017631637249834187,-1
2024-03-28,1.08139,1.08269,1.07753,1.07883,1.0860024886279485,1.0904238681980802,-0.004421379570131778,31.306759741940652,-1.2056833935734659,0.005067142857142858,0.004696887235869571,0.0,0.0035199999999999676,0.0021978571428571242,-0.0025600000000001177,0.005159999999999831,0,0,-0.0023488722638874693,-1
2024-04-01,1.07884,1.0799,1.07313,1.07438,1.0855467047601859,1.0902642277184973,-0.004717522958311404,28.87389389428887,-2.432865847651783,0.005311428571428586,0.0049437150458257,0.0,0.0044000000000001815,0.0024671428571428583,-0.0044600000000001305,0.006770000000000165,0,0,-0.004124838945895104,1
2024-04-02,1.07441,1.07792,1.07251,1.07737,1.0852260496715511,1.0901359269451791,-0.004909877273628016,33.165718267774125,4.291824373485255,0.005404285714285718,0.0050161835894670355,0.0,0.0006199999999998429,0.0024264285714285594,0.0029599999999998516,0.005409999999999915,0,0,0.0027830004281539367,1
2024-04-03,1.07728,1.08371,1.07642,1.08335,1.0851524790961962,1.090068405284033,-0.004915926187836872,38.36693440093344,5.201216133159313,0.005614285714285715,0.005182337853664541,0.005789999999999962,0.0,0.0026971428571428424,0.00607000000000002,0.007290000000000019,0,0,0.005550553663087099,0
2024-04-04,1.08336,1.08763,1.08323,1.0838,1.085099440700267,1.0900060330921522,-0.004906592391885178,44.68914745205779,6.322213051124351,0.005400714285714299,0.004983128146536247,0.003920000000000146,0.0,0.0026942857142857124,0.00043999999999999595,0.0044000000000001815,0,0,0.00041537822495052446,0
2024-04-05,1.0838,1.0848,1.07918,1.08354,1.0850382861630017,1.0899416944544194,-0.004903408291417666,43.873789465147354,-0.8153579869104348,0.0056128571428571495,0.00518011069488818,0.0,0.004049999999999887,0.0029292857142856977,-0.000260000000000149,0.005619999999999958,0,0,-0.00023989665990054032,1
2024-04-08,1.08383,1.08634,1.08212,1.08597,1.085074823960531,1.0899021751066142,-0.004827351146083236,48.60828087685936,4.734491411712007,0.005627142857142863,0.005181674315703651,0.0015400000000000968,0.0,0.0030357142857142844,0.0021400000000000308,0.0042200000000001125,0,0,0.0022426490946343414,0
2024-04-09,1.08597,1.08852,1.08479,1.08581,1.0851036543934516,1.0898614569463496,-0.004757802552898038,49.130830997640274,0.5225501207809131,0.0055957142857142915,0.005153493046848843,0.0021799999999998487,0.0,0.0029685714285714155,-0.00016000000000016001,0.003730000000000011,0,0,-0.00014733372008446377,-1
2024-04-10,1.08577,1.08664,1.07291,1.07429,1.0846795895152772,1.0897065170762368,-0.005026927560959571,30.49207241735877,-18.638758580281504,0.005892857142857144,0.005485350456867893,0.0,0.01187999999999989,0.003418571428571398,-0.011479999999999935,0.01373000000000002,0,0,-0.010609590996583207,0
2024-04-11,1.07437,1.07566,1.07,1.07264,1.0842074487499722,1.089536700985926,-0.005329252235953819,34.29828513159829,3.8062127142395212,0.005675000000000001,0.005290684665377883,0.0,0.002909999999999968,0.0035528571428571193,-0.0017300000000000093,0.005659999999999998,0,0,-0.0015358981280658712,-1
2024-04-12,1.07271,1.07305,1.06229,1.06382,1.0834079409558557,1.089280813413927,-0.005872872458071221,31.808418287547923,-2.4898668440503684,0.00597142857142858,0.0056131944980046065,0.0,0.007710000000000106,0.0037207142857142677,-0.008890000000000065,0.010760000000000103,0,0,-0.008222702863961873,0
2024-04-15,1.06363,1.06652,1.06206,1.06247,1.0825868452320968,1.0890140391511016,-0.006427193919004814,26.362624317960922,-5.445793969587001,0.0060035714285714414,0.0056505797133155605,0.0,0.00022999999999995246,0.0037371428571428356,-0.0011600000000000499,0.0044599999999999085,0,0,-0.0012690116749073388,0
2024-04-16,1.06253,1.06538,1.06017,1.06169,1.0817673611053478,1.0887421581645236,-0.006974797059175808,26.164715464107204,-0.19790885385371837,0.006092142857142864,0.005738156012177799,0.0,0.0018899999999999473,0.0037171428571428316,-0.0008399999999999519,0.005209999999999937,0,0,-0.0007341383756718223,1
2024-04-17,1.06176,1.06794,1.06068,1.06715,1.0811941312580793,1.088527310819603,-0.007333179561523684,35.44225942630737,9.27754396220017,0.0064057142857142845,0.006002637197314361,0.0025599999999998957,0.0,0.003799999999999978,0.005390000000000006,0.007259999999999822,0,0,0.005142744115513853,-1
2024-04-18,1.0672,1.06902,1.06416,1.06439,1.0805351457185468,1.0882871385726418,-0.007751992854095002,35.28332553207002,-0.15893389423735016,0.006384285714285731,0.005998069987209504,0.001080000000000192,0.0,0.00362571428571428,-0.002809999999999979,0.0048600000000000865,0,0,-0.002586328070093291,0
2024-04-19,1.06436,1.06776,1.06107,1.06549,1.079945140004094,1.0880603013729142,-0.008115161368820178,40.27564960870939,4.992324076639363,0.00637857142857144,0.005986514587628967,0.0,0.003090000000000037,0.003532142857142841,0.0011300000000000754,0.006690000000000085,0,0,0.0010334557821851664,0
2024-04-22,1.06577,1.06708,1.06242,1.0652,1.07936689921962,1.0878328356876117,-0.008465936467991764,35.85212624522286,-4.423523363486524,0.006325000000000025,0.0059378520460066095,0.0,0.0,0.0034878571428571376,-0.0005700000000001815,0.0046600000000001085,0,0,-0.0002721752433153535,1
2024-04-23,1.06528,1.07116,1.06388,1.07028,1.0790105502306153,1.087658180606143,-0.008647630375527626,34.48111972753354,-1.3710065176893238,0.0063242857142857345,0.005909001115310793,0.0040799999999998615,0.0,0.0033657142857142735,0.004999999999999893,0.007279999999999953,0,0,0.004769057453999137,0
2024-04-24,1.07028,1.07142,1.06783,1.06973,1.0786466070843168,1.0874797907493654,-0.008833183665048594,33.33333222775035,-1.1477874997831918,0.006266428571428577,0.005857953475029009,0.000260000000000149,0.0,0.0031042857142857022,-0.0005499999999998284,0.003589999999999982,0,0,-0.000513884217213989,1
2024-04-25,1.06983,1.07392,1.06788,1.07291,1.078421642100618,1.0873348177070832,-0.008913175606465096,38.22291040301205,4.889578175261704,0.006296428571428584,0.005868552414314088,0.0024999999999999467,0.0,0.002993571428571421,0.0030799999999999716,0.006040000000000045,0,0,0.0029727127405980713,-1
2024-04-26,1.07295,1.07529,1.06741,1.07001,1.078091773782947,1.0871624314612416,-0.009070657678294625,32.49999900219291,-5.722911400819143,0.006557857142857155,0.006128781172366873,0.0013700000000000934,0.00046999999999997044,0.002947857142857137,-0.0029400000000001647,0.00788000000000011,0,0,-0.002702929416260602,0
2024-04-29,1.06959,1.07338,1.06907,1.07211,1.07785719441891,1.0870126560238162,-0.009155461604906323,35.5910801466657,3.0910811444727955,0.0065992857142857285,0.006155418486601363,0.0,0.0,0.002792142857142862,0.0025199999999998557,0.004310000000000036,0,0,0.0019625984803879337,-1
2024-04-30,1.07209,1.07356,1.06651,1.06689,1.0774271083632665,1.0868124305907436,-0.009385322227477122,41.028126638230376,5.437046491564672,0.006122142857142869,0.005738307469906962,0.000180000000000069,0.0025599999999998957,0.002113571428571429,-0.0052000000000000934,0.007050000000000001,0,0,-0.004868903377451939,1
2024-05-01,1.06683,1.07328,1.06496,1.07124,1.0771844766627463,1.0866574810326268,-0.009473004369880522,48.4069169829384,7.3787903447080225,0.006312142857142877,0.005892370389972033,0.0,0.0015500000000001624,0.0020164285714285857,0.004410000000000025,0.008320000000000105,0,0,0.0040772713213170775,0
2024-05-02,1.07141,1.07304,1.06752,1.07249,1.077000379538717,1.0865165110721033,-0.009516131533386263,61.91916176280365,13.512244779865249,0.005937857142857154,0.005536515158466281,0.0,0.0,0.0014657142857142924,0.0010799999999999699,0.005519999999999969,0,0,0.0011668720361450724,1
2024-05-03,1.07249,1.08099,1.07248,1.07643,1.0769780117136694,1.0864161477778536,-0.0094381360641842,67.91580864778904,5.996646884985388,0.00622714285714286,0.00578499563981342,0.007949999999999902,0.0,0.00201714285714286,0.003940000000000055,0.008509999999999796,0,0,0.0036736939272161706,0
2024-05-06,1.07636,1.07909,1.07555,1.07692,1.0769757367445059,1.0863216587452382,-0.009345922000732365,69.69226538481573,1.7764567370266917,0.006107857142857157,0.005671597836691673,0.0,0.0,0.001882142857142864,0.000560000000000116,0.0035400000000000986,0,0,0.0004552084204267892,0
2024-05-07,1.07692,1.07876,1.07481,1.0756,1.0769217862839369,1.0862149755736439,-0.009293189289707016,62.23573451694053,-7.456530867875195,0.005871428571428591,0.0054587472767596845,0.0,0.0007399999999999629,0.0017521428571428688,-0.00132000000000021,0.003949999999999898,0,0,-0.001225717787765257,0
2024-05-08,1.0756,1.07576,1.07352,1.07491,1.0768428927041747,1.0861024882545032,-0.009259595550328514,66.20455660239122,3.9688220854506895,0.005684285714285729,0.005288150369572257,0.0,0.0012900000000000134,0.001767142857142856,-0.0006899999999998574,0.0022400000000000198,0,0,-0.0006415024172553574,1
2024-05-09,1.07493,1.07846,1.07247,1.07814,1.0768937596569523,1.0860232595156525,-0.009129499858700152,68.28562892165701,2.081072319265786,0.005634285714285718,0.005225931431690805,0.0026999999999999247,0.0010499999999999954,0.0016642857142857054,0.003210000000000157,0.00598999999999994,0,0,0.003004902736043036,0
2024-05-10,1.07814,1.07902,1.07606,1.07721,1.0769061612390327,1.0859355653911187,-0.009029404152085974,67.04512932548445,-1.2404995961725547,0.005512857142857145,0.005117718125848603,0.000560000000000116,0.0,0.0017042857142857137,-0.0009300000000000974,0.0029600000000000737,0,0,-0.000862596694306994,0
2024-05-13,1.07728,1.08069,1.0766,1.07897,1.0769870960924042,1.0858662562827495,-0.008879160190345292,63.61641839351345,-3.428710931971004,0.005285,0.0048981899399521585,0.0016699999999998383,0.0,0.001532142857142855,0.0016899999999999693,0.004089999999999927,0,0,0.0016338504098549755,1
2024-05-14,1.07906,1.08257,1.07709,1.08181,1.0771762295789766,1.0858258955237172,-0.008649665944740592,67.66081594370885,4.044397550195406,0.005419999999999996,0.005010121924828744,0.0018800000000001038,0.0,0.0016478571428571373,0.00275000000000003,0.005479999999999929,0,0,0.002632139911211473,1
2024-05-15,1.08178,1.08876,1.08133,1.0884,1.0776163774386245,1.085851508503581,-0.008235131064956436,70.59292478516068,2.9321088414518215,0.005519285714285711,0.00507100855731221,0.006189999999999918,0.0,0.001911428571428564,0.00662000000000007,0.007430000000000048,0,0,0.0060916427099029224,0
2024-05-16,1.0884,1.08951,1.08545,1.08674,1.0779741665586784,1.085860349214988,-0.007886182656309693,72.99972223811892,2.4067974529582443,0.005246428571428556,0.004827675958321023,0.0007500000000000284,0.0,0.0019007142857142714,-0.0016599999999999948,0.0040599999999999525,0,0,-0.0015251745681734707,0
2024-05-17,1.08676,1.08784,1.08359,1.08727,1.0783387090465733,1.0858743755909583,-0.007535666544385089,71.78160630763637,-1.2181159304825542,0.00524214285714283,0.004821380941864203,0.0,0.0018599999999999728,0.0020335714285714124,0.0005100000000000104,0.004249999999999865,0,0,0.0004876971492719928,0
2024-05-20,1.08695,1.08845,1.08546,1.08599,1.0786387596721978,1.0858755260825907,-0.0072367664103929474,80.94620501216166,9.16459870452529,0.004952142857142817,0.004560026203451979,0.0006099999999999994,0.0,0.0019071428571428533,-0.0009600000000000719,0.002989999999999826,0,0,-0.0011772604780780904,0
2024-05-21,1.08602,1.08748,1.08429,1.08558,1.0789109651752489,1.0858725855245552,-0.006961620349306363,76.63446852569605,-4.311736486465605,0.004585714285714241,0.004224206677805247,0.0,0.0011700000000001154,0.0018799999999999928,-0.00043999999999999595,0.003190000000000026,0,0,-0.00037753570474863274,-1
2024-05-22,1.08558,1.08636,1.08176,1.08243,1.0790489665409253,1.0858383309422215,-0.006789364401296183,67.24496550510223,-9.389503020593821,0.004519999999999953,0.004175789658067842,0.0,0.002529999999999921,0.002060714285714273,-0.003149999999999986,0.0045999999999999375,0,0,-0.0029016746808158134,0
2024-05-23,1.08252,1.08611,1.0805,1.0815,1.0791450855001048,1.0857951634701595,-0.00665007797005468,59.8217712611202,-7.4231942439820315,0.004312857142857103,0.0039878475658421805,0.0,0.0012600000000000389,0.0015828571428571398,-0.0010200000000000209,0.005609999999999893,0,0,-0.0008591779606996752,1
2024-05-24,1.08151,1.0858,1.08056,1.0849,1.0793707684216693,1.085786256370954,-0.006415487949284593,63.89275454561746,4.0709832844972595,0.004434285714285676,0.00408727598292649,0.0,0.0,0.0015828571428571398,0.003390000000000004,0.0052400000000001334,0,0,0.0031437817845585414,0
2024-05-27,1.085,1.08673,1.08411,1.0858,1.0796228951502314,1.085786393123482,-0.0061634979732505535,68.02119804842152,4.128443502804068,0.004339285714285689,0.003996395021077592,0.0009299999999998754,0.0,0.0015964285714285622,0.0008000000000001339,0.0026200000000000667,0,0,0.0008295695455804442,0
2024-05-28,1.0858,1.0889,1.08552,1.08584,1.0798667031835556,1.0857869265252382,-0.005920223341682629,69.76491509327701,1.7437170448554866,0.004420714285714254,0.0040712391193059114,0.0021700000000000053,0.0,0.0016592857142857045,3.999999999981796e-05,0.0033799999999999386,0,0,3.6839196905447125e-05,-1
2024-05-29,1.08587,1.08605,1.08,1.08036,1.0798860481567496,1.0857329272563305,-0.005846879099580926,53.71237206697904,-16.05254302629797,0.0044249999999999646,0.004095856936197544,0.0,0.005519999999999969,0.0019357142857142787,-0.005509999999999904,0.006049999999999889,0,0,-0.005046784056582876,1
2024-05-30,1.08041,1.08452,1.07885,1.0834,1.0800238501898183,1.0857097140498,-0.00568586385998171,59.66885087358969,5.956478806610647,0.0046185714285713764,0.0042630343623270015,0.0,0.0011499999999999844,0.0019778571428571263,0.002989999999999826,0.005669999999999842,0,0,0.0028138768558627625,0
2024-05-31,1.08338,1.08821,1.08115,1.08511,1.0802233070451197,1.085703746745822,-0.005480439700702222,59.60575458548015,-0.06309628810954138,0.004830714285714228,0.004451819894083592,0.003689999999999971,0.0,0.0021221428571428502,0.0017300000000000093,0.007059999999999844,0,0,0.001578364408344246,1
2024-06-03,1.08481,1.09046,1.08279,1.09035,1.0806204322590367,1.0857499781214854,-0.005129545862448737,62.42723843428016,2.821483848800014,0.004987142857142809,0.004573891738144101,0.0022500000000000853,0.0,0.0021485714285714203,0.005539999999999878,0.007670000000000066,0,0,0.0048290035111646645,-1
