time,open,high,low,close,close_ema50_h4,close_ema200_h4,ema50_ema200_h4,rsi_h4,rsi_slope_h4,atr_h4,atr_ratio_h4,plus_dm_h4,minus_dm_h4,adx_h4,body_h4,range_h4,prev_return_h4,squeeze_ratio_h4,choppiness_h4,z_close_h4,close_ema50_d1,close_ema200_d1,ema50_ema200_d1,rsi_d1,rsi_slope_d1,atr_d1,atr_ratio_d1,plus_dm_d1,minus_dm_d1,adx_d1,body_d1,range_d1,prev_return_d1,squeeze_ratio_d1,choppiness_d1,z_close_d1,hour,label
2023-07-25 08:00:00+00:00,1.1065618991851809,1.107174515724182,1.1042402982711792,1.1050944328308103,1.1131916108077335,1.1013880701414605,0.012137371605583036,29.10309882048037,6.65922263055424,0.00235825777053833,0.0020444740930401916,0.0,0.0029342174530027076,0.0006061026028224241,-0.0006135702133178711,0.0017188787460329369,-0.000664379920321756,3.2827117209101555,49.27785554961146,0.09775595738084134,1.099248875745526,1.092662283410747,0.006586592334779207,60.40890031364448,-14.67013997637305,0.0056884799684796695,0.005140679407229117,0.001613616943359375,0.0064013004302978516,0.0030819433076040926,-0.006156444549560325,0.008634448051452637,-0.0055327968521636794,4.629160222730387,33.28362313691248,1.0364367196686537,8,0
2023-07-25 12:00:00+00:00,1.1053388118743896,1.1055831909179688,1.102535843849182,1.1052166223526,1.1128740744164816,1.1014261651883375,0.011840790542547941,26.62298063739999,-2.574249100859433,0.0024343303271702676,0.0021339875582252433,0.0,0.0017044544219972924,0.0008156299591064453,-0.0014674663543705613,0.0029342174530027076,-0.00209974261844581,3.0672321563962632,42.65504746127019,0.03335933681586595,1.099248875745526,1.092662283410747,0.006586592334779207,60.40890031364448,-14.67013997637305,0.0056884799684796695,0.005140679407229117,0.001613616943359375,0.0064013004302978516,0.0030819433076040926,-0.006156444549560325,0.008634448051452637,-0.0055327968521636794,4.629160222730387,33.28362313691248,1.0364367196686537,12,1
2023-07-25 16:00:00+00:00,1.1053388118743896,1.105705499649048,1.1038745641708374,1.1055831909179688,1.1125737821786823,1.1014675286284332,0.011486004275021111,28.799392403621923,-2.4801181830803785,0.002361723354884604,0.002202582080034423,0.0001223087310793236,0.0,0.0008754900523594923,-0.00012218952178955078,0.003047347068786843,0.0001105693035452493,2.630883484221453,38.26258097934927,-0.1495493008935912,1.099248875745526,1.092662283410747,0.006586592334779207,60.40890031364448,-14.67013997637305,0.0056884799684796695,0.005140679407229117,0.001613616943359375,0.0064013004302978516,0.0030819433076040926,-0.006156444549560325,0.008634448051452637,-0.0055327968521636794,4.629160222730387,33.28362313691248,1.0364367196686537,16,1
2023-07-25 20:00:00+00:00,1.1055831909179688,1.1060723066329956,1.1052166223526,1.1053388118743896,1.1122996413449289,1.1015060488597361,0.011147616990344833,29.318449371835854,2.176411766221932,0.0023255688803537028,0.0021361787824487823,0.00036680698394753186,0.0,0.000822433403560141,0.00024437904357910156,0.0018309354782106713,0.0003316712379772824,2.72968943957598,37.11519736395221,-0.15283101948772865,1.099248875745526,1.092662283410747,0.006586592334779207,60.40890031364448,-14.67013997637305,0.0056884799684796695,0.005140679407229117,0.001613616943359375,0.0064013004302978516,0.0030819433076040926,-0.006156444549560325,0.008634448051452637,-0.0055327968521636794,4.629160222730387,33.28362313691248,1.0364367196686537,20,1
2023-07-26 00:00:00+00:00,1.1054610013961792,1.1055831909179688,1.1041183471679688,1.1052166223526,1.112026667640202,1.1015429699890185,0.010832112716495645,26.699684505235282,0.5190569682139312,0.0023948039327349457,0.002103942117258781,0.0,0.0010982751846313477,0.0008486339024135362,-0.00024437904357910156,0.0008556842803955078,-0.00022104084576046734,2.8093360758001995,36.530636404972114,-0.13649233176916822,1.099248875745526,1.0927884180223253,0.006586592334779207,60.40890031364448,-14.67013997637305,0.006099624293191076,0.005140679407229117,0.0,0.0037811994552614525,0.0030819433076040926,-0.006156444549560325,0.008634448051452637,-0.0055327968521636794,4.629160222730387,33.28362313691248,1.0364367196686537,0,1
2023-07-26 04:00:00+00:00,1.1052166223526,1.1076650619506836,1.1049723625183103,1.107419729232788,1.111759607040688,1.1016014452053746,0.01052061878046584,25.35891014642843,-2.6187648666005714,0.0025428874152047926,0.002166818598349169,0.0020818710327148438,0.0,0.0009270821298872038,-0.00024437904357910156,0.00146484375,-0.00011054485780914725,2.8189524810492754,37.64227096872383,-0.16639639914483123,1.0994876967701874,1.0927884180223253,0.006586592334779207,59.115691637617424,-14.67013997637305,0.006099624293191076,0.005518329970062069,0.0,0.0037811994552614525,0.0033520289829799105,-0.0012230873107912377,0.006357550621032937,-0.0011053040157010807,4.431250631991528,35.92790470041445,1.0364367196686537,4,1
2023-07-26 08:00:00+00:00,1.107174515724182,1.1088933944702148,1.1063170433044434,1.1065618991851809,1.1115894157541037,1.1016508029564176,0.010216637051669641,35.12250359833696,-1.3407743588068541,0.002638433660779728,0.002296227300137467,0.00122833251953125,0.0,0.0010669316564287776,0.0022031068801879883,0.002692699432373269,0.001993371105384112,2.669889982115815,39.915766511583485,-0.18711848430961145,1.0994876967701874,1.0927884180223253,0.006699278747862136,59.115691637617424,-1.2932086760270565,0.006099624293191076,0.005518329970062069,0.0,0.0037811994552614525,0.0033520289829799105,-0.0012230873107912377,0.006357550621032937,-0.0011053040157010807,4.431250631991528,35.92790470041445,0.9300455403603016,8,1
2023-07-26 12:00:00+00:00,1.106439471244812,1.1082788705825806,1.1060723066329956,1.108033299446106,1.111392258241597,1.1017143103841758,0.00998797054872913,33.06415587090521,9.763593451908534,0.0022931184087481454,0.0023843525269432366,0.0,0.0002447366714477539,0.001145848206111379,-0.0006126165390010208,0.0025763511657714844,-0.00077462052098487,2.563614512726385,41.313432917981714,-0.03362792566937556,1.0994876967701874,1.0927884180223253,0.006699278747862136,59.115691637617424,-1.2932086760270565,0.006099624293191076,0.005518329970062069,0.0,0.0037811994552614525,0.0033520289829799105,-0.0012230873107912377,0.006357550621032937,-0.0011053040157010807,4.431250631991528,35.92790470041445,0.9300455403603016,12,1
2023-07-26 16:00:00+00:00,1.108033299446106,1.1106175184249878,1.1060723066329956,1.1097548007965088,1.111260534367264,1.1017943152639005,0.009741455285179335,49.20524245471538,-2.0583477274317517,0.0023365872246878965,0.0020695392545400006,0.0023386478424072266,-0.0,0.0009439928191049234,0.0015938282012939453,0.002206563949584961,0.0013297044313640427,2.4819020923708446,50.020952797625235,-0.1120636442215523,1.0994876967701874,1.0927884180223253,0.006699278747862136,59.115691637617424,-1.2932086760270565,0.006099624293191076,0.005518329970062069,0.0,0.0037811994552614525,0.0033520289829799105,-0.0012230873107912377,0.006357550621032937,-0.0011053040157010807,4.431250631991528,35.92790470041445,0.9300455403603016,16,1
2023-07-26 20:00:00+00:00,1.1097548007965088,1.1098779439926147,1.1081559658050537,1.1081559658050537,1.1112014859919401,1.1018576152692852,0.009546223983088131,49.202890736907044,16.14108658381017,0.0022136058126177582,0.0021054986406008774,0.0,0.0,0.0010584677968706563,0.001721501350402832,0.0045452117919921875,0.0015536548867831623,2.3786671253194394,52.40555677732498,-0.01288543610251,1.0994876967701874,1.0927884180223253,0.006699278747862136,59.115691637617424,-1.2932086760270565,0.006099624293191076,0.005518329970062069,0.0,0.0037811994552614525,0.0033520289829799105,-0.0012230873107912377,0.006357550621032937,-0.0011053040157010807,4.431250631991528,35.92790470041445,0.9300455403603016,20,1
